bin	CHR	START	END	SRR089377	SRR054598	SRR053605	SRR054594	SRR089397	SRR054614	SRR089402	SRR053676	SRR053633	SRR053617	SRR054608	SRR053608	SRR054602	SRR089401	SRR053668	SRR054606	SRR054613	SRR053631	SRR054575	SRR053679	SRR054604	SRR053611	SRR053607	SRR053602	SRR054610
179	chr1	94460822	94977741	1889	454	701	321	1983	2618	1285	186	1685	1084	1678	581	1625	1053	1034	1136	1977	1111	616	291	342	1027	512	708	2180
180	chr1	94977740	95485014	1844	478	810	365	2009	2822	1374	201	1607	962	1851	649	1723	854	1126	1246	2262	1457	778	281	395	1083	542	917	2609
181	chr1	95485013	95999442	1994	541	791	362	1929	2747	1363	273	1704	1046	1944	720	1587	866	1187	1003	1937	1220	632	213	359	1102	618	829	2245
182	chr1	95999441	96503173	2285	429	696	343	1947	2713	1111	258	1709	980	1755	687	1390	1049	1115	1188	1917	1358	520	244	340	878	619	749	2295
183	chr1	96503172	97028819	1949	489	742	383	2039	3111	1473	372	1794	1330	1993	738	1536	1050	1115	1390	2370	1878	869	276	374	923	610	968	2718
184	chr1	97028818	97547731	2038	471	765	358	2374	2454	1205	243	1878	1170	1738	679	1759	1305	1116	1136	2195	1494	791	246	375	1057	639	806	2535
185	chr1	97547730	98066242	2333	406	869	379	2165	2344	1103	253	1870	952	1605	758	1505	1266	1090	1095	1828	1497	676	243	360	1120	700	790	2119
186	chr1	98066241	98570509	1687	478	838	364	1849	2891	868	270	1892	986	1673	733	1565	1474	975	1252	1953	1545	728	218	319	904	554	922	2084
187	chr1	98570508	99087209	1885	492	794	378	2217	2799	1247	376	2401	1127	2072	817	1847	1416	1287	1303	2411	1480	841	195	378	1332	803	625	2442
188	chr1	99087208	99597219	1954	472	819	334	1724	2620	1269	242	1865	1147	1798	602	1582	1325	1192	1052	1892	1205	762	248	321	1146	590	774	2547
189	chr1	99597218	100118606	1961	505	756	326	1826	2802	1531	232	2141	1182	1769	617	1419	1428	1160	1058	1946	1383	866	288	374	1204	523	900	2200
190	chr1	100118605	100628069	1894	436	701	288	1775	2458	1337	196	1826	1251	1791	712	1227	1154	1030	1094	1742	1388	554	216	336	1048	679	676	2253
191	chr1	100628068	101149770	1740	428	866	294	1735	2318	1158	238	1704	1047	1625	640	1554	1079	975	980	1808	1240	501	212	335	1133	611	801	1987
192	chr1	101149769	101657964	2443	597	1021	329	2004	2460	1213	203	2328	1243	2099	732	1780	1300	1261	1411	1714	1763	707	229	352	1006	592	849	2227
193	chr1	101657963	102167148	1944	509	838	365	1953	2731	1464	279	2050	1126	2186	922	1662	990	928	1028	1944	1796	730	229	347	1079	670	856	2283
194	chr1	102167147	102674990	2124	489	791	367	1945	2634	1228	257	1890	959	1896	689	1717	1153	1362	1202	1690	1398	767	215	388	1069	557	897	2117
195	chr1	102674989	103198716	2178	455	739	362	2244	2609	1502	323	1791	1093	1980	658	1307	1508	1039	1081	1905	1442	590	243	333	1067	558	756	2105
196	chr1	103198715	103720561	2188	443	761	321	1919	2426	1151	296	1679	1097	1742	685	1446	1303	804	1095	1934	1541	613	228	361	1029	578	828	2275
197	chr1	103720560	104602314	2306	426	809	322	1884	2276	1246	267	1740	1069	1793	766	1309	1162	983	1207	1869	1288	565	238	350	899	577	802	2039
198	chr1	104602313	105117056	2057	529	799	315	1819	3031	1129	262	2111	1116	2015	733	1854	1199	954	1146	2040	1291	773	293	402	1146	729	784	2421
199	chr1	105117055	105645106	1937	444	688	338	2024	2675	1370	288	1956	1098	1752	825	1670	1436	895	1075	1903	1591	719	222	351	974	607	645	2230
200	chr1	105645105	106160090	2176	519	849	369	2289	2431	1572	378	2048	1213	1953	728	1736	1312	944	1348	1988	1603	815	226	386	1187	566	974	2641
201	chr1	106160089	106675947	1989	450	776	373	1971	3020	1313	320	1989	1151	1519	739	1475	1211	969	1270	2227	1377	644	208	323	1176	682	835	2072
202	chr1	106675946	107190976	2190	492	787	336	1956	2421	1699	262	1890	1035	1263	674	1521	1217	1070	1075	1829	1563	679	214	285	1207	542	903	2056
203	chr1	107190975	107697959	2305	489	863	295	1675	2911	1268	281	1709	1226	1357	665	1461	1129	1116	1120	1905	1368	486	235	368	1006	577	793	2420
204	chr1	107697958	108206904	1957	508	792	318	1777	2930	1383	251	1894	1050	1432	659	1573	1193	1087	1231	1946	1555	750	263	331	1130	639	496	2408
205	chr1	108206903	108720057	2179	423	724	317	1861	2042	1054	197	1898	961	1169	592	1384	970	1186	1172	1788	1461	667	287	267	1003	636	781	1980
206	chr1	108720056	109434035	2037	481	646	318	2148	2671	1075	276	1860	1088	1425	566	1689	1117	1330	1342	1972	1175	811	290	299	1051	629	768	2344
207	chr1	109434034	109943526	1663	466	806	347	1775	2608	1231	247	1569	984	1352	628	1512	1049	1061	1179	1735	1272	601	242	325	894	583	717	2704
208	chr1	109943525	110471695	1672	420	902	444	1845	2745	1146	200	1886	926	1761	709	1825	1139	1009	1338	2112	1546	840	244	354	945	719	868	2601
209	chr1	110471694	110975706	1966	561	816	411	1959	3192	1261	250	1818	1210	1441	631	1862	1231	1108	1345	2406	1460	779	277	336	1079	543	878	2574
210	chr1	110975705	111484449	2175	463	727	447	1799	2694	1056	250	1779	1055	1610	783	1706	1206	1005	1488	2143	1590	745	229	373	940	543	828	2223
211	chr1	111484448	112004285	2396	489	766	341	2081	2794	1332	181	2325	1098	1528	755	1676	1120	1086	1338	2001	1599	580	224	354	1023	532	725	2241
212	chr1	112004284	112511152	2563	620	871	474	1927	3233	1217	353	2537	1150	1724	688	1889	1215	1097	1165	2380	1882	691	255	364	1077	608	976	2860
213	chr1	112511151	113037367	1747	546	727	341	1827	2556	1293	234	2103	1090	1718	634	1889	1330	1169	1395	1941	1583	749	251	296	1087	692	762	2259
214	chr1	113037366	113551893	1869	525	702	357	1545	2885	1325	311	1442	813	1385	550	1493	1057	735	1087	1969	1027	682	233	283	853	567	737	2432
215	chr1	113551892	114080090	2043	446	791	330	1931	2696	1355	244	1840	1128	1665	755	1563	1320	1162	1101	2000	1415	675	241	311	1035	683	707	2405
216	chr1	114080089	114593849	2088	501	677	362	1890	2460	1228	184	1748	1186	1614	580	1459	1117	1038	1347	1897	1480	426	259	317	963	551	761	2293
217	chr1	114593848	115107887	2014	544	864	403	2110	2942	1133	254	1981	1218	1695	688	1657	1002	1108	1445	2099	1714	688	288	350	1055	629	904	2571
218	chr1	115107886	115623777	1831	479	708	290	2042	2546	1054	205	1716	1038	1368	558	1416	1015	972	1199	1697	1333	704	213	307	986	524	719	2104
219	chr1	115623776	116135150	1696	584	846	493	1996	2807	990	248	2088	1170	1466	653	1841	1284	1066	1220	2280	1560	838	202	400	992	663	840	2847
220	chr1	116135149	116648476	1822	460	936	392	1889	2576	2438	462	2012	1105	1378	615	1647	2437	1191	1136	2283	1444	1383	435	427	1045	634	916	2390
221	chr1	116648475	117168953	1806	570	1024	372	1557	2911	2684	503	2042	1124	1773	739	1675	2608	1253	1476	2372	1571	1430	419	437	1034	591	736	2433
222	chr1	117168952	117690033	2312	537	994	425	1620	3003	3026	637	2285	976	1854	703	1950	2700	1324	1343	2329	1559	1338	549	511	1185	513	767	2560
223	chr1	117690032	118208985	2190	468	754	381	1977	2543	2806	430	1848	1026	1788	710	1596	2493	1060	1185	2093	1270	1018	466	480	1112	551	728	2227
224	chr1	118208984	118722236	2296	544	857	411	1941	3078	2408	548	2455	930	2010	878	1691	2785	1284	1304	2073	1449	1374	525	497	1288	723	964	2175
225	chr1	118722235	119255489	2259	560	814	428	1991	3044	2797	512	2050	895	2146	602	1462	2398	1054	1440	2616	1562	1733	573	571	1275	669	994	2392
226	chr1	119255488	119784414	2103	528	851	358	1939	3213	2678	427	1897	1211	2309	630	1910	2485	1186	1393	2166	1554	1134	563	437	1075	648	771	2594
227	chr1	119784413	120308910	1750	488	839	365	1996	2554	2407	537	1969	1287	1640	607	1532	2497	1048	1158	2030	1601	1201	468	500	1130	511	750	2490
228	chr1	120308909	145044606	11311	1817	2839	1237	9871	10186	13337	1522	7699	4535	7042	2602	6275	11751	4593	4468	7346	5639	4901	2267	1959	4198	2220	2984	8756
229	chr1	145044605	145959619	4316	1009	1470	856	3587	5436	4856	1064	3132	2253	3886	1257	3676	4034	1974	2635	5433	2780	2505	1058	1107	1883	1229	1641	5344
230	chr1	145959618	146998192	2105	488	881	317	1985	2405	2301	526	1744	1050	2019	618	1516	2167	1032	1168	2305	1185	1039	476	560	1074	555	842	2203
231	chr1	146998191	147821005	2226	603	919	297	1817	2869	2426	448	1937	1156	1951	714	1851	2167	1213	1423	2920	1631	1395	582	579	1076	680	885	2437
232	chr1	147821004	149943676	2826	487	692	372	2427	2793	3406	456	1992	1129	1956	674	1767	2870	1075	1330	3042	1560	1452	577	507	1062	475	803	2589
233	chr1	149943675	150451841	1844	555	770	348	1713	2513	2140	479	1979	1029	1909	671	1776	1975	1017	1232	2462	1356	1072	432	520	886	623	657	2284
234	chr1	150451840	150968377	1775	435	665	360	1755	2454	2335	464	1504	1042	1765	581	1648	2530	1054	1257	2608	1409	1392	529	509	1028	450	726	2440
235	chr1	150968376	151476905	1514	516	685	325	1598	2541	2312	526	1766	988	1985	659	1516	2168	1000	1060	2066	1273	1388	541	505	924	508	641	2304
236	chr1	151476904	151986868	1895	595	772	477	1597	2900	2845	591	1744	1101	2439	812	1687	2200	1143	1300	2684	1369	1683	557	655	1139	583	786	2619
237	chr1	151986867	152531174	2013	434	871	300	1572	2564	2494	433	1845	955	1751	711	1364	2072	881	1079	2392	1375	1156	468	588	890	500	689	2250
238	chr1	152531173	153056261	2394	484	837	370	1758	2773	2720	517	1979	952	1882	596	1605	2223	1052	1377	2415	1667	1296	503	578	990	543	798	2351
239	chr1	153056260	153580128	2044	520	853	388	1986	3011	3049	441	2090	1084	2343	701	1941	2418	1034	1373	3086	1615	1373	519	599	1014	604	873	2714
240	chr1	153580127	154090776	1896	468	749	434	1423	3254	2442	538	1915	1273	2120	723	1883	2290	1020	1335	2981	1709	1493	534	679	1150	660	902	2830
241	chr1	154090775	154600842	2002	534	855	393	1790	2598	2502	546	1645	1233	1840	694	1700	2420	1113	1270	2621	1352	1543	488	575	1011	687	918	2374
242	chr1	154600841	155111028	2395	554	1008	383	1511	2949	2727	590	1757	1369	2007	797	1703	2339	958	1352	2900	1498	1316	495	670	1044	645	1018	2499
243	chr1	155111027	155647285	1843	404	618	265	1841	2693	2669	466	1891	1073	1662	516	1422	2203	834	1175	2242	1059	1008	441	588	1030	531	693	2135
244	chr1	155647284	156170019	1774	416	675	337	1853	2668	2658	488	1448	977	1808	510	1451	2407	907	948	2475	1247	1130	502	431	986	519	728	2179
245	chr1	156170018	156678819	2129	450	738	315	2049	2411	2328	460	1771	899	1609	783	1419	2035	931	1078	2781	1488	1120	398	522	981	531	751	2238
246	chr1	156678818	157185465	2339	596	1088	395	1685	2741	2712	586	2013	1130	2060	821	1932	2147	1085	1253	3125	1492	1598	611	636	1069	556	844	2838
247	chr1	157185464	157709146	2114	446	779	403	2160	2649	2487	532	2299	872	1888	697	1493	2382	1095	1211	2710	1934	1930	512	551	1040	649	930	2215
248	chr1	157709145	158227221	2454	478	892	484	2031	3018	2508	569	1963	1137	1994	677	1636	2133	1318	1280	2982	1415	2237	570	521	1009	547	939	2679
249	chr1	158227220	158752668	2195	551	838	353	1728	2577	2720	533	2137	1222	1876	743	1767	2371	1241	1187	2547	1423	2207	620	439	982	595	901	2568
250	chr1	158752667	159275231	2543	442	961	338	1725	2726	2272	432	1868	1137	1976	820	1477	2109	975	1357	2664	1704	1796	557	438	1142	672	995	2693
251	chr1	159275230	159815717	2336	438	723	349	2003	2197	2509	395	1952	1102	1792	732	1726	2149	1290	1165	2385	1488	1918	423	463	923	605	871	2400
252	chr1	159815716	160319648	2009	539	777	528	1893	3221	2783	615	2470	1195	1913	745	1773	2272	1124	1446	2850	1325	2107	528	505	964	635	871	2654
253	chr1	160319647	160840084	2037	485	780	403	2021	2474	2293	516	2133	1199	1868	671	1499	2299	978	1298	2486	1210	1887	528	437	1050	636	812	2679
254	chr1	160840083	161354832	2039	515	782	367	1845	3087	2134	554	1976	1232	1871	697	1622	2425	1098	1368	2946	1261	1972	465	386	1075	604	766	2332
255	chr1	161354831	161995271	2191	506	853	311	1739	2611	2716	399	1908	962	2006	583	1729	2144	1063	1230	2749	1239	1934	515	500	1065	701	961	2647
256	chr1	161995270	162507918	2053	558	654	387	1882	2753	2848	542	1986	1233	1950	652	1875	2163	1016	1372	2900	1663	1907	475	482	1095	698	829	2519
257	chr1	162507917	163036815	2205	556	858	349	1705	2438	2438	551	1785	1075	1807	638	1461	2142	938	1027	2446	1569	2027	524	471	920	722	1066	2127
258	chr1	163036814	163547749	2124	559	636	331	1843	2746	2541	539	1834	953	1887	664	1627	2130	1141	1287	2403	1464	1958	508	363	1033	599	829	2224
259	chr1	163547748	164068124	1861	508	859	354	2052	2824	2894	710	1814	1060	2122	879	1640	1722	1225	1285	1763	1645	2198	632	542	1011	565	885	2336
260	chr1	164068123	164589780	1874	542	836	328	1757	2604	2302	514	2095	1007	1905	841	1797	2243	1162	1108	2288	1611	2199	472	479	946	619	813	2481
261	chr1	164589779	165101791	2098	498	887	349	1584	2586	2312	495	1818	1085	1830	794	1681	1979	1130	1098	1843	1525	1783	425	447	1121	647	910	2385
262	chr1	165101790	165605646	2350	544	832	415	1877	2854	2547	478	2174	1175	1926	761	1729	2285	1192	1341	2344	1656	2033	518	476	1194	722	885	2445
263	chr1	165605645	166124150	2099	527	888	369	1925	2868	2401	663	2043	1066	1925	768	1991	2430	1047	1414	2067	1601	2091	465	461	1024	656	727	2550
264	chr1	166124149	166658559	1706	432	826	316	1839	2331	2193	329	1792	1039	1770	719	1471	1977	1106	1103	1718	1437	1684	384	422	1053	586	761	2314
265	chr1	166658558	167169201	2082	579	843	369	1939	2697	2470	316	2038	1038	1801	794	1592	2293	1093	1297	2289	1573	2025	517	500	1243	637	899	2248
266	chr1	167169200	167672857	2064	499	849	407	2013	2871	2470	337	1892	948	1969	653	1617	2114	1102	1351	2098	1606	1951	466	441	1064	609	727	2901
267	chr1	167672856	168182125	2226	439	812	318	1735	2441	2353	201	1615	1093	1704	683	1388	1701	940	1101	1853	1389	1521	441	488	954	521	694	2097
268	chr1	168182124	168703172	2085	532	830	379	1861	2667	2820	156	1801	1058	1842	642	1606	2032	1027	1226	2277	1371	1816	478	467	1150	605	800	2567
269	chr1	168703171	169212600	2024	489	662	347	1762	2842	2818	199	1766	1261	1914	824	1364	2340	1033	1120	1770	1503	1941	435	477	1228	693	951	2450
270	chr1	169212599	169734800	2202	487	798	378	1927	2697	2502	209	1948	998	1732	783	1462	2327	966	1045	1779	1530	2116	471	477	956	458	886	2450
271	chr1	169734799	170258518	2344	581	848	365	1654	2826	2141	277	2025	988	1753	665	1469	2168	931	1328	1916	1490	2212	499	407	937	542	734	2253
272	chr1	170258517	170769945	2167	489	776	302	2151	2860	2618	388	1850	1006	1705	670	1558	2767	994	1121	2007	1425	1871	480	441	1088	544	806	2332
273	chr1	170769944	171283342	1988	546	947	376	1713	2849	2539	233	1988	1021	1919	740	1848	2570	1189	1250	2230	1416	1747	449	660	1225	729	831	2890
274	chr1	171283341	171803561	1754	531	850	299	1866	2462	2633	245	1846	1171	1996	701	1540	2352	987	1224	2057	1550	1982	495	389	1044	505	852	2279
275	chr1	171803560	172327875	1898	605	780	335	1865	2472	2628	228	1826	1059	2207	746	1801	2146	1198	1358	2047	1453	2248	433	476	1077	747	847	2797
276	chr1	172327874	172837248	2184	451	835	349	1517	2519	2326	290	2160	1020	1575	746	1528	2106	1141	1121	1783	1555	1727	540	473	924	563	872	2235
277	chr1	172837247	173365949	1985	550	924	357	2114	3267	2866	211	2058	1135	2128	785	1706	2242	1248	1255	2115	1755	1820	540	482	1151	597	948	2468
278	chr1	173365948	173884021	2153	442	809	296	1937	2202	2295	258	1886	1104	1785	617	1432	2050	974	1133	1989	1327	1621	443	403	816	520	737	2103
279	chr1	173884020	174407813	1911	416	702	280	1698	2145	2329	199	1847	951	1654	641	1315	2216	1119	1022	1617	1242	1759	410	381	897	453	712	1900
280	chr1	174407812	174946343	2111	559	723	362	1812	2626	2801	333	1718	1104	1941	702	1654	2498	930	1120	1857	1306	2056	492	467	986	570	802	2504
281	chr1	174946342	175458636	1974	559	793	380	1901	2510	2751	319	1832	1040	1874	662	1830	2440	1108	1357	2194	1531	2093	480	453	1002	646	850	2528
282	chr1	175458635	175961184	2119	558	994	471	1876	2833	2802	369	2365	1185	1920	681	1768	2499	1256	1219	2685	1514	2088	501	490	1092	786	880	2625
283	chr1	175961183	176492215	2249	506	691	364	1861	2917	2456	255	1745	1135	2053	633	1564	2696	1046	1243	2156	1490	1897	391	502	1224	656	882	2223
284	chr1	176492214	176999406	2099	600	891	392	1727	2920	2724	211	1961	1047	1964	795	1507	2432	1169	1328	2446	1775	1987	442	521	1126	653	848	2667
285	chr1	176999405	177510157	2757	575	929	410	2107	3001	2695	328	2206	1334	2223	741	1721	2387	1319	1184	2340	1744	1990	496	567	1159	623	824	2584
286	chr1	177510156	178038313	2026	497	952	366	1674	2746	2099	238	2136	1042	1932	629	1781	2609	1267	1354	2193	1586	1579	406	484	1074	579	852	2238
287	chr1	178038312	178551288	1828	433	750	308	1757	2339	2043	216	1991	999	1497	611	1435	1918	1056	1171	2022	1425	1882	397	408	975	626	698	2290
288	chr1	178551287	179069171	2121	494	817	321	1843	2393	2233	258	2242	997	1901	604	1551	1906	1082	1247	1757	1489	1778	463	428	1013	567	784	2407
289	chr1	179069170	179584352	2094	466	764	267	1749	2522	2089	274	1743	875	1778	575	1547	1725	898	1055	2075	1542	1893	386	480	979	635	987	2213
290	chr1	179584351	180095899	2068	428	602	284	1559	2508	2305	237	1602	794	1503	683	1431	2029	991	1045	1649	1206	1656	499	454	867	578	701	2005
291	chr1	180095898	180608070	1686	551	717	376	1972	2594	2654	267	1501	1049	2010	656	1670	2223	892	1169	2226	1524	1910	535	420	1004	514	778	2329
292	chr1	180608069	181128257	1854	636	799	471	2018	2949	2323	218	1788	1087	2156	866	1957	1952	1102	1345	2518	1269	1994	553	333	984	493	641	2588
293	chr1	181128256	181639715	1883	649	809	410	2043	3031	2727	349	2164	1398	2280	716	2022	2389	1175	1337	2377	1540	2421	446	504	1231	580	999	2899
294	chr1	181639714	182149403	2154	619	803	397	1923	3053	3072	268	2011	1300	2065	898	1619	2171	1379	1485	2071	1879	2219	603	507	1156	544	893	2664
295	chr1	182149402	182657014	1921	560	746	390	1605	3230	2994	279	1931	1203	1898	701	1649	1773	1122	1346	2483	1294	2140	472	540	960	554	774	2395
296	chr1	182657013	183164752	2182	446	714	333	1762	2457	2861	274	1678	1009	1687	720	1608	1896	1131	1281	2284	1468	1798	461	456	1091	544	965	2338
297	chr1	183164751	183682196	1901	517	799	360	1717	2957	2616	191	1869	964	1758	541	1666	2274	1092	1345	2148	1433	1782	492	474	994	630	765	2342
298	chr1	183682195	184190239	2297	472	901	358	2260	2646	2596	253	1851	1221	2040	724	1597	2345	1348	1377	2075	1518	2027	489	523	1054	563	888	2709
299	chr1	184190238	184700113	2197	494	948	382	1919	2889	2710	185	2230	1181	1963	731	1729	1928	1361	1261	1983	1646	1798	428	563	1076	630	806	2536
300	chr1	184700112	185218695	2086	385	786	314	1902	2413	2119	169	2066	1001	1632	658	1715	1687	924	1009	1684	1274	1559	408	370	986	486	632	2161
301	chr1	185218694	185741923	2182	389	809	382	2134	2818	2368	250	1771	984	1740	585	1477	1982	1128	1214	2148	1569	1905	407	505	1034	551	792	1878
302	chr1	185741922	186266430	2143	383	879	337	1853	2623	2623	303	1961	1182	1880	753	1475	2115	1064	1298	2189	1426	1951	464	452	954	620	995	2400
303	chr1	186266429	186780064	1910	469	721	310	1948	2444	2276	226	1705	1025	1606	558	1630	2007	915	942	1811	1274	1728	481	346	1018	551	734	1731
304	chr1	186780063	187287429	2336	488	1010	442	2055	3049	2589	340	1959	1350	1987	789	2022	2818	1311	1317	2516	1526	2149	518	730	1372	751	932	2623
305	chr1	187287428	187818405	2420	405	740	317	2051	2020	2319	197	1592	918	1607	641	1246	2260	1040	858	1779	1260	2008	424	381	899	511	675	2006
306	chr1	187818404	188325963	2127	477	814	366	1791	2734	2916	327	2063	1038	1860	653	1594	2554	1098	963	1916	1443	2190	499	421	956	711	736	2204
307	chr1	188325962	188840719	2040	465	883	285	1678	2333	2450	393	1761	1031	2022	682	1490	2731	822	1267	2000	1539	1884	550	378	1011	458	836	2252
308	chr1	188840718	189356192	1971	485	726	327	1792	2272	2757	310	1747	1070	2071	483	1548	2246	909	1247	1721	1747	1946	520	366	1016	515	797	1924
309	chr1	189356191	189871036	1985	452	922	329	1927	2665	2290	256	2024	932	2102	795	1539	2524	1064	1306	2081	1718	2146	595	563	1111	641	907	2218
310	chr1	189871035	190377414	1890	459	974	431	1848	2525	2850	358	2177	1080	1942	827	1612	2299	1214	1231	2088	1467	2252	559	532	958	683	859	2208
311	chr1	190377413	190884855	1879	420	818	367	2020	2351	2814	313	1937	1010	1856	630	1520	2403	769	1033	1919	1538	2377	480	495	1216	574	748	2370
312	chr1	190884854	191397778	2238	504	771	404	1971	2799	2802	374	2220	1136	2105	784	1355	2651	978	1293	2128	1591	2113	485	638	1048	669	765	2342
313	chr1	191397777	191906579	2226	512	816	330	1843	2563	2866	350	1813	1220	1839	724	1674	2569	1123	1234	2026	1629	2244	510	628	1040	697	796	2580
314	chr1	191906578	192414616	1865	490	921	347	1820	2990	2719	434	1959	1019	2045	770	1441	2318	977	1135	2248	1455	2310	606	576	1061	670	861	2320
315	chr1	192414615	192935880	2095	452	720	338	1763	2643	2627	264	1898	1092	2067	686	1427	2246	966	1299	2073	1258	1848	453	582	901	525	809	2405
316	chr1	192935879	193444402	2248	566	885	292	1929	2667	2273	223	1854	1063	1663	750	1640	2258	1130	1204	1967	1519	2026	423	515	1075	549	870	2580
317	chr1	193444401	193958665	1828	554	618	325	1786	2262	2269	278	1694	978	1612	814	1409	1801	1016	1172	1990	1492	2030	509	454	943	544	886	2377
